Indicator,Group,State,lat,long,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
"Did Not Get Needed Care, Last 4 Weeks",By State,Nebraska,,,Nebraska,1,4,May 21 - May 26,05/21/2020,05/26/2020,26,22.4,29.9,22.4 - 29.9,24.4-29.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Nevada,,,Nevada,1,4,May 21 - May 26,05/21/2020,05/26/2020,34.4,30.7,38.1,30.7 - 38.1,32.9-35.2
"Did Not Get Needed Care, Last 4 Weeks",By State,New Hampshire,,,New Hampshire,1,4,May 21 - May 26,05/21/2020,05/26/2020,36.7,32.8,40.8,32.8 - 40.8,35.3-38.8
"Did Not Get Needed Care, Last 4 Weeks",By State,New Jersey,,,New Jersey,1,4,May 21 - May 26,05/21/2020,05/26/2020,34,29.6,38.6,29.6 - 38.6,32.9-35.2
"Did Not Get Needed Care, Last 4 Weeks",By State,New Mexico,,,New Mexico,1,4,May 21 - May 26,05/21/2020,05/26/2020,36.4,31.3,41.6,31.3 - 41.6,35.3-38.8
"Did Not Get Needed Care, Last 4 Weeks",By State,New York,,,New York,1,4,May 21 - May 26,05/21/2020,05/26/2020,33.8,29.9,37.8,29.9 - 37.8,32.9-35.2
"Did Not Get Needed Care, Last 4 Weeks",By State,North Carolina,,,North Carolina,1,4,May 21 - May 26,05/21/2020,05/26/2020,31.3,28.7,34.1,28.7 - 34.1,30.0-32.8
"Did Not Get Needed Care, Last 4 Weeks",By State,North Dakota,,,North Dakota,1,4,May 21 - May 26,05/21/2020,05/26/2020,24.4,20,29.2,20.0 - 29.2,24.4-29.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Ohio,,,Ohio,1,4,May 21 - May 26,05/21/2020,05/26/2020,27.6,22.8,32.8,22.8 - 32.8,24.4-29.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Oklahoma,,,Oklahoma,1,4,May 21 - May 26,05/21/2020,05/26/2020,32.8,28.1,37.9,28.1 - 37.9,30.0-32.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Oregon,,,Oregon,1,4,May 21 - May 26,05/21/2020,05/26/2020,33.5,29.4,37.7,29.4 - 37.7,32.9-35.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Pennsylvania,,,Pennsylvania,1,4,May 21 - May 26,05/21/2020,05/26/2020,32.8,28.1,37.6,28.1 - 37.6,30.0-32.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Rhode Island,,,Rhode Island,1,4,May 21 - May 26,05/21/2020,05/26/2020,27.3,22.2,32.9,22.2 - 32.9,24.4-29.9
"Did Not Get Needed Care, Last 4 Weeks",By State,South Carolina,,,South Carolina,1,4,May 21 - May 26,05/21/2020,05/26/2020,29.1,25,33.5,25.0 - 33.5,24.4-29.9
"Did Not Get Needed Care, Last 4 Weeks",By State,South Dakota,,,South Dakota,1,4,May 21 - May 26,05/21/2020,05/26/2020,27.7,22.5,33.3,22.5 - 33.3,24.4-29.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Tennessee,,,Tennessee,1,4,May 21 - May 26,05/21/2020,05/26/2020,30.2,26.2,34.5,26.2 - 34.5,30.0-32.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Texas,,,Texas,1,4,May 21 - May 26,05/21/2020,05/26/2020,33,29.6,36.5,29.6 - 36.5,32.9-35.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Utah,,,Utah,1,4,May 21 - May 26,05/21/2020,05/26/2020,28.2,25,31.5,25.0 - 31.5,24.4-29.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Vermont,,,Vermont,1,4,May 21 - May 26,05/21/2020,05/26/2020,31.5,25.9,37.5,25.9 - 37.5,30.0-32.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Virginia,,,Virginia,1,4,May 21 - May 26,05/21/2020,05/26/2020,32.2,28.9,35.6,28.9 - 35.6,30.0-32.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Washington,,,Washington,1,4,May 21 - May 26,05/21/2020,05/26/2020,32.6,29.3,36.1,29.3 - 36.1,30.0-32.8
"Did Not Get Needed Care, Last 4 Weeks",By State,West Virginia,,,West Virginia,1,4,May 21 - May 26,05/21/2020,05/26/2020,35.4,28.5,42.7,28.5 - 42.7,35.3-38.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Wisconsin,,,Wisconsin,1,4,May 21 - May 26,05/21/2020,05/26/2020,35.2,30.3,40.3,30.3 - 40.3,32.9-35.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Wyoming,,,Wyoming,1,4,May 21 - May 26,05/21/2020,05/26/2020,38.5,32.3,45,32.3 - 45.0,35.3-38.8
"Delayed or Did Not Get Care, Last 4 Weeks",National Estimate,United States,,,United States,1,4,May 21 - May 26,05/21/2020,05/26/2020,44.9,44.1,45.8,44.1 - 45.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,,,18 - 29 years,1,4,May 21 - May 26,05/21/2020,05/26/2020,38.5,36.4,40.7,36.4 - 40.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,,,30 - 39 years,1,4,May 21 - May 26,05/21/2020,05/26/2020,43.9,42.3,45.5,42.3 - 45.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,,,40 - 49 years,1,4,May 21 - May 26,05/21/2020,05/26/2020,47.2,45.4,48.9,45.4 - 48.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,,,50 - 59 years,1,4,May 21 - May 26,05/21/2020,05/26/2020,49.8,47.8,51.8,47.8 - 51.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,,,60 - 69 years,1,4,May 21 - May 26,05/21/2020,05/26/2020,46.9,44.8,49,44.8 - 49.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,,,70 - 79 years,1,4,May 21 - May 26,05/21/2020,05/26/2020,41.8,39,44.7,39.0 - 44.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,,,80 years and above,1,4,May 21 - May 26,05/21/2020,05/26/2020,45,39.2,50.9,39.2 - 50.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Sex,United States,,,Male,1,4,May 21 - May 26,05/21/2020,05/26/2020,41.3,40,42.6,40.0 - 42.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Sex,United States,,,Female,1,4,May 21 - May 26,05/21/2020,05/26/2020,48.3,47.2,49.5,47.2 - 49.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,Hispanic or Latino,1,4,May 21 - May 26,05/21/2020,05/26/2020,43.4,40.9,46,40.9 - 46.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic White, single race",1,4,May 21 - May 26,05/21/2020,05/26/2020,45.8,44.8,46.9,44.8 - 46.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic Black, single race",1,4,May 21 - May 26,05/21/2020,05/26/2020,42.7,40.1,45.3,40.1 - 45.3,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic Asian, single race",1,4,May 21 - May 26,05/21/2020,05/26/2020,38.4,35.1,41.7,35.1 - 41.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic, other races and multiple races",1,4,May 21 - May 26,05/21/2020,05/26/2020,52,48.6,55.4,48.6 - 55.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,,,Less than a high school diploma,1,4,May 21 - May 26,05/21/2020,05/26/2020,45.9,41.6,50.2,41.6 - 50.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,,,High school diploma or GED,1,4,May 21 - May 26,05/21/2020,05/26/2020,41.2,39.5,42.8,39.5 - 42.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,,,Some college/Associate's degree,1,4,May 21 - May 26,05/21/2020,05/26/2020,45.7,44.3,47.1,44.3 - 47.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,,,Bachelor's degree or higher,1,4,May 21 - May 26,05/21/2020,05/26/2020,47.5,46.5,48.6,46.5 - 48.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alabama,,,Alabama,1,4,May 21 - May 26,05/21/2020,05/26/2020,39.8,35.4,44.2,35.4 - 44.2,36.0-41.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alaska,,,Alaska,1,4,May 21 - May 26,05/21/2020,05/26/2020,51.3,45.4,57.2,45.4 - 57.2,46.8-54.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arizona,,,Arizona,1,4,May 21 - May 26,05/21/2020,05/26/2020,46.8,42.4,51.2,42.4 - 51.2,46.8-54.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arkansas,,,Arkansas,1,4,May 21 - May 26,05/21/2020,05/26/2020,41.7,36.7,46.9,36.7 - 46.9,41.6-44.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,California,,,California,1,4,May 21 - May 26,05/21/2020,05/26/2020,44.6,41.8,47.5,41.8 - 47.5,41.6-44.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Colorado,,,Colorado,1,4,May 21 - May 26,05/21/2020,05/26/2020,46.2,41.5,51.1,41.5 - 51.1,45.0-46.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Connecticut,,,Connecticut,1,4,May 21 - May 26,05/21/2020,05/26/2020,47.6,43.1,52.2,43.1 - 52.2,46.8-54.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Delaware,,,Delaware,1,4,May 21 - May 26,05/21/2020,05/26/2020,39.1,33.3,45.2,33.3 - 45.2,36.0-41.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,District of Columbia,,,District of Columbia,1,4,May 21 - May 26,05/21/2020,05/26/2020,44.1,36.4,52,36.4 - 52.0,41.6-44.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Florida,,,Florida,1,4,May 21 - May 26,05/21/2020,05/26/2020,45.4,42.4,48.3,42.4 - 48.3,45.0-46.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Georgia,,,Georgia,1,4,May 21 - May 26,05/21/2020,05/26/2020,48.3,44.1,52.4,44.1 - 52.4,46.8-54.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Hawaii,,,Hawaii,1,4,May 21 - May 26,05/21/2020,05/26/2020,41.5,36.9,46.3,36.9 - 46.3,36.0-41.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Idaho,,,Idaho,1,4,May 21 - May 26,05/21/2020,05/26/2020,38.3,33.7,43.2,33.7 - 43.2,36.0-41.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Illinois,,,Illinois,1,4,May 21 - May 26,05/21/2020,05/26/2020,48.5,44.6,52.5,44.6 - 52.5,46.8-54.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Indiana,,,Indiana,1,4,May 21 - May 26,05/21/2020,05/26/2020,46,41.1,51,41.1 - 51.0,45.0-46.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Iowa,,,Iowa,1,4,May 21 - May 26,05/21/2020,05/26/2020,39.6,34.6,44.6,34.6 - 44.6,36.0-41.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kansas,,,Kansas,1,4,May 21 - May 26,05/21/2020,05/26/2020,38,34,42.1,34.0 - 42.1,36.0-41.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kentucky,,,Kentucky,1,4,May 21 - May 26,05/21/2020,05/26/2020,44.9,40.5,49.4,40.5 - 49.4,41.6-44.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Louisiana,,,Louisiana,1,4,May 21 - May 26,05/21/2020,05/26/2020,50.4,44.4,56.3,44.4 - 56.3,46.8-54.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maine,,,Maine,1,4,May 21 - May 26,05/21/2020,05/26/2020,54.8,49.3,60.2,49.3 - 60.2,46.8-54.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maryland,,,Maryland,1,4,May 21 - May 26,05/21/2020,05/26/2020,44.5,40,49,40.0 - 49.0,41.6-44.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Massachusetts,,,Massachusetts,1,4,May 21 - May 26,05/21/2020,05/26/2020,46.5,42.1,50.9,42.1 - 50.9,45.0-46.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Michigan,,,Michigan,1,4,May 21 - May 26,05/21/2020,05/26/2020,48.5,44.3,52.7,44.3 - 52.7,46.8-54.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Minnesota,,,Minnesota,1,4,May 21 - May 26,05/21/2020,05/26/2020,46.7,42.1,51.5,42.1 - 51.5,45.0-46.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Mississippi,,,Mississippi,1,4,May 21 - May 26,05/21/2020,05/26/2020,48.8,43.1,54.5,43.1 - 54.5,46.8-54.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Missouri,,,Missouri,1,4,May 21 - May 26,05/21/2020,05/26/2020,40.1,35.4,45.1,35.4 - 45.1,36.0-41.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Montana,,,Montana,1,4,May 21 - May 26,05/21/2020,05/26/2020,40,35.1,45,35.1 - 45.0,36.0-41.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nebraska,,,Nebraska,1,4,May 21 - May 26,05/21/2020,05/26/2020,41,36.9,45.1,36.9 - 45.1,36.0-41.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nevada,,,Nevada,1,4,May 21 - May 26,05/21/2020,05/26/2020,45,41.3,48.8,41.3 - 48.8,45.0-46.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Hampshire,,,New Hampshire,1,4,May 21 - May 26,05/21/2020,05/26/2020,48.7,44.5,52.9,44.5 - 52.9,46.8-54.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Jersey,,,New Jersey,1,4,May 21 - May 26,05/21/2020,05/26/2020,47.2,42,52.4,42.0 - 52.4,46.8-54.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Mexico,,,New Mexico,1,4,May 21 - May 26,05/21/2020,05/26/2020,46,40.8,51.3,40.8 - 51.3,45.0-46.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New York,,,New York,1,4,May 21 - May 26,05/21/2020,05/26/2020,45.2,40.9,49.5,40.9 - 49.5,45.0-46.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Carolina,,,North Carolina,1,4,May 21 - May 26,05/21/2020,05/26/2020,45.6,41.1,50.2,41.1 - 50.2,45.0-46.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Dakota,,,North Dakota,1,4,May 21 - May 26,05/21/2020,05/26/2020,36,30.8,41.5,30.8 - 41.5,36.0-41.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Ohio,,,Ohio,1,4,May 21 - May 26,05/21/2020,05/26/2020,41.6,36.5,46.9,36.5 - 46.9,41.6-44.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oklahoma,,,Oklahoma,1,4,May 21 - May 26,05/21/2020,05/26/2020,44.6,39.5,49.8,39.5 - 49.8,41.6-44.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oregon,,,Oregon,1,4,May 21 - May 26,05/21/2020,05/26/2020,46.9,42.7,51.1,42.7 - 51.1,46.8-54.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Pennsylvania,,,Pennsylvania,1,4,May 21 - May 26,05/21/2020,05/26/2020,46.5,41.3,51.8,41.3 - 51.8,45.0-46.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Rhode Island,,,Rhode Island,1,4,May 21 - May 26,05/21/2020,05/26/2020,41.7,35.5,48.1,35.5 - 48.1,41.6-44.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Carolina,,,South Carolina,1,4,May 21 - May 26,05/21/2020,05/26/2020,40.4,35.7,45.2,35.7 - 45.2,36.0-41.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Dakota,,,South Dakota,1,4,May 21 - May 26,05/21/2020,05/26/2020,39.3,33.5,45.3,33.5 - 45.3,36.0-41.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Tennessee,,,Tennessee,1,4,May 21 - May 26,05/21/2020,05/26/2020,42.8,38.6,47,38.6 - 47.0,41.6-44.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Texas,,,Texas,1,4,May 21 - May 26,05/21/2020,05/26/2020,43.7,39.9,47.6,39.9 - 47.6,41.6-44.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Utah,,,Utah,1,4,May 21 - May 26,05/21/2020,05/26/2020,41.1,37.3,45,37.3 - 45.0,36.0-41.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Vermont,,,Vermont,1,4,May 21 - May 26,05/21/2020,05/26/2020,45.2,39,51.4,39.0 - 51.4,45.0-46.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Virginia,,,Virginia,1,4,May 21 - May 26,05/21/2020,05/26/2020,44.6,40.8,48.5,40.8 - 48.5,41.6-44.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Washington,,,Washington,1,4,May 21 - May 26,05/21/2020,05/26/2020,43.5,39.9,47.2,39.9 - 47.2,41.6-44.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,West Virginia,,,West Virginia,1,4,May 21 - May 26,05/21/2020,05/26/2020,43,36,50.2,36.0 - 50.2,41.6-44.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wisconsin,,,Wisconsin,1,4,May 21 - May 26,05/21/2020,05/26/2020,45.9,41.1,50.8,41.1 - 50.8,45.0-46.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wyoming,,,Wyoming,1,4,May 21 - May 26,05/21/2020,05/26/2020,46.1,40.7,51.5,40.7 - 51.5,45.0-46.7
"Delayed Medical Care, Last 4 Weeks",National Estimate,United States,,,United States,1,5,May 28 - June 2,05/28/2020,06/02/2020,41.4,40.7,42,40.7 - 42.0,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,18 - 29 years,1,5,May 28 - June 2,05/28/2020,06/02/2020,35.5,33.1,37.9,33.1 - 37.9,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,30 - 39 years,1,5,May 28 - June 2,05/28/2020,06/02/2020,41.6,40.4,42.8,40.4 - 42.8,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,40 - 49 years,1,5,May 28 - June 2,05/28/2020,06/02/2020,43,41.5,44.6,41.5 - 44.6,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,50 - 59 years,1,5,May 28 - June 2,05/28/2020,06/02/2020,45.7,44.2,47.1,44.2 - 47.1,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,60 - 69 years,1,5,May 28 - June 2,05/28/2020,06/02/2020,43,41.3,44.7,41.3 - 44.7,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,70 - 79 years,1,5,May 28 - June 2,05/28/2020,06/02/2020,38.3,36.2,40.6,36.2 - 40.6,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,80 years and above,1,5,May 28 - June 2,05/28/2020,06/02/2020,35.6,30.2,41.3,30.2 - 41.3,
"Delayed Medical Care, Last 4 Weeks",By Sex,United States,,,Male,1,5,May 28 - June 2,05/28/2020,06/02/2020,37.1,35.9,38.3,35.9 - 38.3,
"Delayed Medical Care, Last 4 Weeks",By Sex,United States,,,Female,1,5,May 28 - June 2,05/28/2020,06/02/2020,45.3,44.5,46.2,44.5 - 46.2,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,Hispanic or Latino,1,5,May 28 - June 2,05/28/2020,06/02/2020,38,35.5,40.5,35.5 - 40.5,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic White, single race",1,5,May 28 - June 2,05/28/2020,06/02/2020,42.7,41.8,43.6,41.8 - 43.6,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic Black, single race",1,5,May 28 - June 2,05/28/2020,06/02/2020,38.3,36,40.6,36.0 - 40.6,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic Asian, single race",1,5,May 28 - June 2,05/28/2020,06/02/2020,36,33.1,39,33.1 - 39.0,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic, other races and multiple races",1,5,May 28 - June 2,05/28/2020,06/02/2020,49.3,45.3,53.3,45.3 - 53.3,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,,,Less than a high school diploma,1,5,May 28 - June 2,05/28/2020,06/02/2020,37.7,33.8,41.7,33.8 - 41.7,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,,,High school diploma or GED,1,5,May 28 - June 2,05/28/2020,06/02/2020,36.5,35.1,38,35.1 - 38.0,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,,,Some college/Associate's degree,1,5,May 28 - June 2,05/28/2020,06/02/2020,44,42.8,45.2,42.8 - 45.2,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,,,Bachelor's degree or higher,1,5,May 28 - June 2,05/28/2020,06/02/2020,44.1,43.4,44.9,43.4 - 44.9,
"Delayed Medical Care, Last 4 Weeks",By State,Alabama,,,Alabama,1,5,May 28 - June 2,05/28/2020,06/02/2020,37.7,33.3,42.4,33.3 - 42.4,31.4-37.8
"Delayed Medical Care, Last 4 Weeks",By State,Alaska,,,Alaska,1,5,May 28 - June 2,05/28/2020,06/02/2020,47.5,42.8,52.3,42.8 - 52.3,42.8-47.8
"Delayed Medical Care, Last 4 Weeks",By State,Arizona,,,Arizona,1,5,May 28 - June 2,05/28/2020,06/02/2020,37.8,34.5,41.1,34.5 - 41.1,31.4-37.8
"Delayed Medical Care, Last 4 Weeks",By State,Arkansas,,,Arkansas,1,5,May 28 - June 2,05/28/2020,06/02/2020,39.3,35,43.8,35.0 - 43.8,37.9-40.9
"Delayed Medical Care, Last 4 Weeks",By State,California,,,California,1,5,May 28 - June 2,05/28/2020,06/02/2020,42.7,39.9,45.5,39.9 - 45.5,41.0-42.7
"Delayed Medical Care, Last 4 Weeks",By State,Colorado,,,Colorado,1,5,May 28 - June 2,05/28/2020,06/02/2020,42.2,38.7,45.8,38.7 - 45.8,41.0-42.7
"Delayed Medical Care, Last 4 Weeks",By State,Connecticut,,,Connecticut,1,5,May 28 - June 2,05/28/2020,06/02/2020,42.5,38.5,46.6,38.5 - 46.6,41.0-42.7
"Delayed Medical Care, Last 4 Weeks",By State,Delaware,,,Delaware,1,5,May 28 - June 2,05/28/2020,06/02/2020,38.9,34.1,44,34.1 - 44.0,37.9-40.9
"Delayed Medical Care, Last 4 Weeks",By State,District of Columbia,,,District of Columbia,1,5,May 28 - June 2,05/28/2020,06/02/2020,44,36.3,51.8,36.3 - 51.8,42.8-47.8
"Delayed Medical Care, Last 4 Weeks",By State,Florida,,,Florida,1,5,May 28 - June 2,05/28/2020,06/02/2020,42.7,39.3,46.1,39.3 - 46.1,41.0-42.7
"Delayed Medical Care, Last 4 Weeks",By State,Georgia,,,Georgia,1,5,May 28 - June 2,05/28/2020,06/02/2020,41.1,37.1,45.1,37.1 - 45.1,41.0-42.7
"Delayed Medical Care, Last 4 Weeks",By State,Hawaii,,,Hawaii,1,5,May 28 - June 2,05/28/2020,06/02/2020,33.9,29.6,38.4,29.6 - 38.4,31.4-37.8
"Delayed Medical Care, Last 4 Weeks",By State,Idaho,,,Idaho,1,5,May 28 - June 2,05/28/2020,06/02/2020,36.7,31.4,42.2,31.4 - 42.2,31.4-37.8
"Delayed Medical Care, Last 4 Weeks",By State,Illinois,,,Illinois,1,5,May 28 - June 2,05/28/2020,06/02/2020,44,39.7,48.3,39.7 - 48.3,42.8-47.8
"Delayed Medical Care, Last 4 Weeks",By State,Indiana,,,Indiana,1,5,May 28 - June 2,05/28/2020,06/02/2020,42.2,37.9,46.6,37.9 - 46.6,41.0-42.7
"Delayed Medical Care, Last 4 Weeks",By State,Iowa,,,Iowa,1,5,May 28 - June 2,05/28/2020,06/02/2020,37.8,32.6,43.3,32.6 - 43.3,31.4-37.8
"Delayed Medical Care, Last 4 Weeks",By State,Kansas,,,Kansas,1,5,May 28 - June 2,05/28/2020,06/02/2020,34.4,30.5,38.4,30.5 - 38.4,31.4-37.8
"Delayed Medical Care, Last 4 Weeks",By State,Kentucky,,,Kentucky,1,5,May 28 - June 2,05/28/2020,06/02/2020,42.6,37.9,47.4,37.9 - 47.4,41.0-42.7
"Delayed Medical Care, Last 4 Weeks",By State,Louisiana,,,Louisiana,1,5,May 28 - June 2,05/28/2020,06/02/2020,40.4,35.5,45.5,35.5 - 45.5,37.9-40.9
"Delayed Medical Care, Last 4 Weeks",By State,Maine,,,Maine,1,5,May 28 - June 2,05/28/2020,06/02/2020,42.7,38.6,46.7,38.6 - 46.7,41.0-42.7
"Delayed Medical Care, Last 4 Weeks",By State,Maryland,,,Maryland,1,5,May 28 - June 2,05/28/2020,06/02/2020,40.1,36,44.3,36.0 - 44.3,37.9-40.9
"Delayed Medical Care, Last 4 Weeks",By State,Massachusetts,,,Massachusetts,1,5,May 28 - June 2,05/28/2020,06/02/2020,44.1,39.7,48.6,39.7 - 48.6,42.8-47.8
"Delayed Medical Care, Last 4 Weeks",By State,Michigan,,,Michigan,1,5,May 28 - June 2,05/28/2020,06/02/2020,43.3,39.7,46.9,39.7 - 46.9,42.8-47.8
"Delayed Medical Care, Last 4 Weeks",By State,Minnesota,,,Minnesota,1,5,May 28 - June 2,05/28/2020,06/02/2020,45.7,41.7,49.8,41.7 - 49.8,42.8-47.8
"Delayed Medical Care, Last 4 Weeks",By State,Mississippi,,,Mississippi,1,5,May 28 - June 2,05/28/2020,06/02/2020,47.8,42.6,53,42.6 - 53.0,42.8-47.8
"Delayed Medical Care, Last 4 Weeks",By State,Missouri,,,Missouri,1,5,May 28 - June 2,05/28/2020,06/02/2020,36.7,32.5,41,32.5 - 41.0,31.4-37.8
"Delayed Medical Care, Last 4 Weeks",By State,Montana,,,Montana,1,5,May 28 - June 2,05/28/2020,06/02/2020,44.1,37.7,50.7,37.7 - 50.7,42.8-47.8
"Delayed Medical Care, Last 4 Weeks",By State,Nebraska,,,Nebraska,1,5,May 28 - June 2,05/28/2020,06/02/2020,34.7,30.1,39.5,30.1 - 39.5,31.4-37.8
"Delayed Medical Care, Last 4 Weeks",By State,Nevada,,,Nevada,1,5,May 28 - June 2,05/28/2020,06/02/2020,36.6,31.9,41.5,31.9 - 41.5,31.4-37.8
"Delayed Medical Care, Last 4 Weeks",By State,New Hampshire,,,New Hampshire,1,5,May 28 - June 2,05/28/2020,06/02/2020,39.2,35.4,43.2,35.4 - 43.2,37.9-40.9
"Delayed Medical Care, Last 4 Weeks",By State,New Jersey,,,New Jersey,1,5,May 28 - June 2,05/28/2020,06/02/2020,45,41.2,48.9,41.2 - 48.9,42.8-47.8
"Delayed Medical Care, Last 4 Weeks",By State,New Mexico,,,New Mexico,1,5,May 28 - June 2,05/28/2020,06/02/2020,42.6,38.2,47.2,38.2 - 47.2,41.0-42.7
"Delayed Medical Care, Last 4 Weeks",By State,New York,,,New York,1,5,May 28 - June 2,05/28/2020,06/02/2020,42.3,38.7,46,38.7 - 46.0,41.0-42.7
